FactID	Fact_Statement	True/False
3420389	A Calculus of Angels' author is Gregory Keyes.	1.0
3448350	Robert Silverberg is A Time of Changes' generator.	1.0
3484196	Where Late the Sweet Birds Sang's author is Kate Wilhelm.	1.0
3433851	Stephen King is Carrie (novel)'s author.	1.0
3468773	Wheelers (novel)'s author is Ian Stewart (mathematician).	1.0
3465758	The Poison Belt's author is Arthur Conan Doyle.	1.0
3411873	Vril's author is Edward Bulwer-Lytton, 1st Baron Lytton.	1.0
3490196	Edwin Balmer is When Worlds Collide's generator.	1.0
3418213	The Passion of New Eve's author is Angela Carter.	1.0
3455271	The Night of the Triffids' author is Simon Clark (novelist).	1.0
3415982	Kate Winslet's spouse is Sam Mendes.	1.0
3462271	Tom Cruise is Katie Holmes' better half.	1.0
3414592	Jenny McCarthy is Jim Carrey's better half.	1.0
3443937	Heath Ledger's spouse is Michelle Williams (actress).	1.0
3486414	Jemima Khan's spouse is Hugh Grant.	1.0
3400495	Sebastian Koch's spouse is Carice van Houten.	1.0
3459920	Miranda Raison is Raza Jaffrey's better half.	1.0
3430259	Zöe Salmon's spouse is Gerard McCarthy.	1.0
3416735	Kristine Hermosa is Diether Ocampo's better half.	1.0
3411053	Jill Halfpenny is Craig Conway (actor)'s spouse.	1.0
3422813	Andrés Calamaro's spouse is Julieta Cardinali.	1.0
3416781	Jared Harris is Emilia Fox's better half.	1.0
3448616	Ashton Kutcher's spouse is Demi Moore.	1.0
3417882	Nicholas Tse's spouse is Cecilia Cheung.	1.0
3419463	Amy Spanger's spouse is Michael C. Hall.	1.0
3406412	Elsa Pataky's spouse is Adrien Brody.	1.0
3408466	Howard K. Stern's spouse is Anna Nicole Smith.	1.0
3449146	Robert Rodriguez's spouse is Rose McGowan.	1.0
3419156	Richard Li is Isabella Leong's better half.	1.0
3418028	Poppy Montgomery's spouse is Adam Kaufman (actor).	1.0
3426204	Travis Barker is Shanna Moakler's better half.	1.0
3411608	Susan Lanier's spouse is Delaney Bramlett.	1.0
3442184	Ted Harbert is Chelsea Handler's better half.	1.0
3435121	Kris Humphries is Kim Kardashian's better half.	1.0
3495645	Karan Singh Grover is Shraddha Nigam's better half.	1.0
3436336	Saul Williams' spouse is Persia White.	1.0
3485177	Hannah Waterman is Ricky Groves' better half.	1.0
3424945	Tamara Brooks' spouse is Theodore Bikel.	1.0
3437611	Seal (musician) is Heidi Klum's better half.	1.0
3448507	Alexandre Pato's spouse is Sthefany Brito.	1.0
3426308	Patricio Borghetti's spouse is Grettell Valdéz.	1.0
3442504	Aarón Díaz's spouse is Kate del Castillo.	1.0
3495016	Christopher Knight (actor)'s spouse is Adrianne Curry.	1.0
3464073	Jeffrey Dean Morgan's spouse is Mary-Louise Parker.	1.0
3400267	Usher (entertainer) is Tameka Foster's better half.	1.0
3416444	Ali Landry's spouse is Mario Lopez.	1.0
3464156	Abbie Cornish is Ryan Phillippe's better half.	1.0
3422027	Haylie Duff is Nick Zano's better half.	1.0
3846650	Tom Hanks' birth place is Richland Center, Wisconsin.	0.0
3815179	Belleville, Ontario is Michael Jordan's nascence place.	0.0
3810870	Bob Dylan's birth place is Brooklyn.	0.0
3811932	Lincoln, Nebraska is Max Mirnyi's nascence place.	0.0
3877659	Dolly Parton's birth place is New York City.	0.0
3823614	Björk's birth place is Kumasi.	0.0
3846921	Boston is Ringo Starr's nascence place.	0.0
3813898	Will.i.am's birth place is Hoboken, New Jersey.	0.0
3835399	Victoria, British Columbia is Mahesh Bhupathi's nascence place.	0.0
3892362	Rudyard Kipling's birth place is Birmingham, Alabama.	0.0
3821221	Philadelphia is Lleyton Hewitt's nascence place.	0.0
3476819	Marc Anthony's spouse is Jennifer Lopez.	1.0
3603937	Kill Bill stars Gordon Liu.	1.0
3655445	Kill Bill stars Lucy Liu.	1.0
3625278	Kill Bill stars Uma Thurman.	1.0
3621647	Seven (film) stars Brad Pitt	1.0
3646687	Love Actually stars Alan Rickman.	1.0
3637083	Love Actually stars Colin Firth.	1.0
3617869	Love Actually stars Hugh Grant.	1.0
3329056	Herbert Spencer Gasser's award is Nobel Peace Prize.	0.0
3353540	Nobel Peace Prize is Max Planck's honour.	0.0
3341936	Rudyard Kipling's award is Nobel Prize in Physiology or Medicine.	0.0
3339645	José Echegaray's award is Nobel Prize in Physics.	0.0
3387586	Joseph Brodsky's award is Nobel Prize in Physics.	0.0
3327148	Herbert A. Hauptman's award is Nobel Prize in Physiology or Medicine.	0.0
3313570	Shirin Ebadi's award is Nobel Prize in Physics.	0.0
3310193	T. S. Eliot's award is Nobel Prize in Physiology or Medicine.	0.0
3386149	Harold Urey's award is Nobel Prize in Physiology or Medicine.	0.0
3381590	Nobel Prize in Chemistry is Theodor Mommsen's honour.	0.0
3628538	On the Waterfront stars Marlon Brando.	1.0
3617690	Camp Rock stars Alyson Stoner.	1.0
3657858	Camp Rock stars Demi Lovato.	1.0
3616223	Camp Rock stars Joe Jonas.	1.0
3658958	Camp Rock stars Maria Canals Barrera.	1.0
3695379	2012 (film) stars Oliver Platt.	1.0
3882918	Chet Atkins' death place is Agra.	0.0
3816402	Los Angeles is Herbert Hoover's last place.	0.0
3868352	Curtis Mayfield's death place is Münster.	0.0
3815070	Nuremberg is Conway Twitty's last place.	0.0
3816520	Billy Preston's death place is Los Angeles.	0.0
3812536	Nashville, Tennessee is Kurt Cobain's last place.	0.0
3822195	Michael Jackson's death place is Hendersonville, Tennessee.	0.0
3614934	2012 (film) stars Woody Harrelson	1.0
3649103	Mad Max stars Hugh Keays-Byrne.	1.0
3619711	Mad Max stars Mel Gibson.	1.0
3616684	Mad Max stars Tim Burns.	1.0
3670070	A Hard Day's Night (film) stars John Junkin	1.0
3695286	A Hard Day's Night (film) stars Maggie d'Abo.	1.0
3605479	Austin Powers: The Spy Who Shagged Me stars Mike Myers (actor).	1.0
3832015	Dizzy Gillespie's death place is New York City.	0.0
3842299	Quincy, Massachusetts is Ray Charles' last place.	0.0
3810315	Adam Smith's death place is Buffalo, New York.	0.0
3817399	Naples, Florida is Sivaji Ganesan's last place.	0.0
3895646	Hank Williams' death place is Beverly Hills, California.	0.0
3865853	Los Angeles is Oscar Peterson's last place.	0.0
3888250	Ferdinand von Mueller's death place is Hollywood, Florida.	0.0
3877017	Ljubljana is John Lee Hooker's last place.	0.0
3820233	Robert Menzies' death place is Los Angeles.	0.0
3812984	Elizabethton, Tennessee is John Lennon's last place.	0.0
3844756	New York City is Howard Hughes' last place.	0.0
3810193	Saddam Hussein's death place is Caracas.	0.0
3818795	New York City is Billy Wilder's last place.	0.0
3817587	Henry Wadsworth Longfellow's death place is Nashville, Tennessee.	0.0
3858432	Beverly Hills, California is Calvin Coolidge's last place.	0.0
3810627	Benjamin Franklin's death place is Ottawa.	0.0
3838564	Dublin is Humphrey Bogart's last place.	0.0
3822931	Cary Grant's death place is Tunis.	0.0
3613554	Austin Powers: The Spy Who Shagged Me stars Robert Wagner.	1.0
3643040	Austin Powers: The Spy Who Shagged Me stars Will Ferrell.	1.0
3812899	Savannah, Georgia is Benjamin Franklin's nascence place.	0.0
3852372	Avril Lavigne's birth place is Edina, Minnesota.	0.0
3898483	Unquillo is Brian Wilson's nascence place.	0.0
3819462	Robert Christgau's birth place is Niles, Ohio.	0.0
3836793	Cambridge is Paul Haarhuis' nascence place.	0.0
3810882	Venus Williams' birth place is Paramakudi.	0.0
3846006	Los Angeles is Bob Dylan's nascence place.	0.0
3660361	A Hard Day's Night (film) stars Paul McCartney	1.0
3686167	A Hard Day's Night (film) stars The Beatles.	1.0
3640584	A Hard Day's Night (film) stars Wilfrid Brambell	1.0
3852268	Cole Porter's birth place is Louisville, Kentucky.	0.0
3827461	Manchester is Samantha Stosur's nascence place.	0.0
3605806	Om Shanti Om stars Deepika Padukone.	1.0
3663154	Om Shanti Om stars Shah Rukh Khan.	1.0
3628954	Om Shanti Om stars Yuvika Chaudhary.	1.0
3619236	The Aristocats stars Eva Gabor.	1.0
3616834	The Aristocats stars Hermione Gingold	1.0
3225165	Golden State Warriors is Nazr Mohammed's squad.	0.0
3225305	Gerald Wallace's team is Indiana Pacers.	0.0
3218641	Charlotte Bobcats is Ben Gordon's squad.	0.0
3275745	Tyson Chandler's team is Los Angeles Clippers.	0.0
3212622	Oklahoma City Thunder is Elton Brand's team.	0.0
3241601	Andrei Kirilenko's team is Charlotte Bobcats.	0.0
3239035	Mike Dunleavy, Jr.'s team is Cleveland Cavaliers.	0.0
3666148	The Aristocats stars Phil Harris.	1.0
3643255	Ghostbusters II stars Rick Moranis.	1.0
3620116	Last Action Hero stars Anthony Quinn	1.0
3619217	Last Action Hero stars Art Carney.	1.0
3629301	Last Action Hero stars Bridgette Wilson	1.0
3637972	Last Action Hero stars F. Murray Abraham.	1.0
3617484	Last Action Hero stars Tom Noonan	1.0
3658486	Superbad (film) stars Jonah Hill.	1.0
3610507	Stars Tom Noonan has been clerked Clerks.	0.0
3641644	A Hard Day's Night (film) stars Lacey Chabert.	0.0
3610286	Austin Powers: The Spy Who Shagged Me stars Lizzy Caplan.	0.0
3670534	Ed Wood (film) stars Tina Fey.	0.0
3620400	2012 (film) stars Harry Shearer	0.0
3616055	Mad Max stars Kevin Dunn.	0.0
3620210	On the Waterfront stars Matthew Broderick	0.0
3617517	2012 (film) stars Barbara Hershey.	0.0
3628149	Camp Rock stars Ed Harris.	0.0
3617805	Clerks stars Harry Shearer.	0.0
3658409	High School Musical 2 stars Jeff Goldblum	0.0
3660997	Kill Bill stars Lance Henriksen.	0.0
3625518	Last Action Hero stars Scott Glenn	0.0
3682468	Superbad (film) stars Seth Rogen.	1.0
3611275	Stars Jason Mewes has been clerked Clerks.	1.0
3612572	Clerks stars Kevin Smith.	1.0
3620375	Stars Marilyn Ghigliotti has been clerked Clerks.	1.0
3638988	Ed Wood (film) stars Jeffrey Jones.	1.0
3636386	Ed Wood (film) stars Lisa Marie (actress).	1.0
3643300	Ed Wood (film) stars Patricia Arquette.	1.0
3615068	Edward Scissorhands stars Alan Arkin.	1.0
3615399	Edward Scissorhands stars Dianne Wiest.	1.0
3600078	Edward Scissorhands stars Kathy Baker.	1.0
3485361	Piers Anthony is Wandering Stars' generator.	0.0
3412727	The Postman's author is Vernor Vinge.	0.0
3449970	Back in the USSA's author is China Miéville.	0.0
3411706	Worldwar: Upsetting the Balance's author is Angela Carter.	0.0
3408127	The Big U's author is Thomas M. Disch.	0.0
3412428	Summon the Thunder's author is Poul Anderson.	0.0
3468871	A Canticle for Leibowitz's author is Philip Wylie.	0.0
3480145	Stephen Baxter is Out of the Silent Planet's author.	0.0
3426772	Strange Case of Dr Jekyll and Mr Hyde's author is Douglas Adams.	0.0
3805868	Cascade Communications is Ascend Communications' subordinate.	1.0
3817082	Interlink Computer Sciences is CA Technologies' subordinate.	1.0
3892327	Norfolk Southern Railway's subsidiary is Conrail.	1.0
3830651	ABC Family Worldwide Inc.'s subsidiary is Television South.	1.0
3813329	The Walt Disney Company's subsidiary is Fox Kids.	1.0
3810658	Yahoo!'s subsidiary is BlueLithium.	1.0
3847995	Yahoo!'s subsidiary is EGroups.	1.0
3813728	Snapfish is Hewlett-Packard's subordinate.	1.0
3856334	BEA Systems' subsidiary is Plumtree Software.	1.0
3811138	Oracle Hyperion is Oracle Corporation's subordinate.	1.0
3833011	Terayon is Motorola's subordinate.	1.0
3868879	EBay's subsidiary is Billpoint.	1.0
3898407	Oracle Corporation's subsidiary is Portal Software.	1.0
3813592	Sunopsis is Oracle Corporation's subordinate.	1.0
3357864	Nobel Peace Prize is Jacinto Benavente's honour.	0.0
3321081	Thomas Mann's award is Nobel Peace Prize.	0.0
3314696	Nobel Prize in Physics is Shirin Ebadi's honour.	0.0
3392697	Pablo Neruda's award is Nobel Prize in Physics.	0.0
3387592	Pär Lagerkvist's award is Nobel Prize in Physics.	0.0
3696506	The Right Stuff (film) stars Lance Henriksen.	1.0
3610297	The Right Stuff (film) stars Scott Glenn	1.0
3320347	Imre Kertész's award is Nobel Prize in Physics.	0.0
3302152	Nobel Prize in Physics is Jaroslav Seifert's honour.	0.0
3378680	Juan Ramón Jiménez's award is Nobel Prize in Physics.	0.0
3366519	Nobel Prize in Physics is Grazia Deledda's honour.	0.0
3333389	George Minot's award is Nobel Prize in Physics.	0.0
3313868	Nobel Prize in Physics is Eugenio Montale's honour.	0.0
4361395	Newark, Delaware is SevOne's innovation place.	1.0
4317268	Condusiv Technologies' foundation place is Glendale, California.	1.0
4313791	Santa Monica, California is Pandemic Studios' innovation place.	1.0
4350039	Futuremark's foundation place is Espoo.	1.0
4312757	IBM Internet Security Systems' foundation place is Atlanta.	1.0
3416405	Israel is Ariel Sharon's role.	1.0
3421350	Gordon Brown's office is United Kingdom.	1.0
3496840	John Sparrow David Thompson's office is Canada.	1.0
3653160	High School Musical 2 stars Lucas Grabeel.	1.0
3695414	High School Musical 2 stars Vanessa Hudgens	1.0
3391729	Nobel Prize in Physics is Albert Camus' award.	0.0
3392034	Rudyard Kipling's award is Nobel Peace Prize.	0.0
3336569	Nobel Prize in Literature is Herbert Spencer Gasser's honour.	0.0
3360256	Charles Glover Barkla's award is Nobel Prize in Literature.	0.0
3319294	Nobel Prize in Literature is Max Planck's honour.	0.0
3346543	Gustaf Dalén's award is Nobel Prize in Literature.	0.0
3654346	Mean Girls stars Lacey Chabert.	1.0
3616902	Mean Girls stars Lizzy Caplan.	1.0
3649493	Mean Girls stars Tina Fey.	1.0
3617557	Godzilla (1998 film) stars Harry Shearer.	1.0
3615660	Godzilla (1998 film) stars Kevin Dunn.	1.0
3218245	Carlos Boozer's team is Portland Trail Blazers.	0.0
3205550	Portland Trail Blazers is Nazr Mohammed's squad.	0.0
3282975	Andrei Kirilenko's team is Indiana Pacers.	0.0
3214933	Houston Rockets is Kenyon Martin's squad.	0.0
3215488	Deron Williams' team is Golden State Warriors.	0.0
3245078	Los Angeles Lakers is Jason Terry's squad.	0.0
3214422	Mike Miller (basketball player)'s team is Dallas Mavericks.	0.0
3227333	Philadelphia 76ers is LeBron James' squad.	0.0
3682513	Godzilla (1998 film) stars Matthew Broderick.	1.0
3616753	The Right Stuff (film) stars Barbara Hershey.	1.0
3614017	The Right Stuff (film) stars Ed Harris	1.0
3619229	Predator (film) stars Arnold Schwarzenegger.	1.0
3618709	Predator (film) stars Carl Weathers.	1.0
3621446	Predator (film) stars Kevin Peter Hall.	1.0
3339005	Nobel Prize in Literature is Jimmy Carter's honour.	0.0
3330442	Johannes Stark's award is Nobel Prize in Literature.	0.0
3345223	Nobel Prize in Literature is Pierre Curie's honour.	0.0
3314159	Heike Kamerlingh Onnes' award is Nobel Prize in Literature.	0.0
3386366	François Jacob's award is Nobel Prize in Physiology or Medicine.	1.0
3346801	Herbert A. Hauptman's award is Nobel Prize in Chemistry.	1.0
3397161	Carlos Filipe Ximenes Belo's award is Nobel Peace Prize.	1.0
3867391	Englewood, New Jersey is Henry Wadsworth Longfellow's last place.	0.0
3889944	George Jones' death place is Santa Ana, California.	0.0
3887543	Los Angeles is Errol Flynn's last place.	0.0
3812218	Clark Gable's death place is New Orleans.	0.0
3810215	Oak Hill, West Virginia is Mary Pickford's last place.	0.0
3819162	William Randolph Hearst's death place is New York City.	0.0
3304928	Nobel Prize in Chemistry is Svante Arrhenius' honour.	1.0
3606470	The Aristocats stars Sterling Holloway	1.0
3691489	Ghostbusters II stars Bill Murray.	1.0
3616876	Ghostbusters II stars Ernie Hudson.	1.0
3376105	Harry Martinson's award is Nobel Prize in Literature.	1.0
3317321	Nobel Prize in Literature is Giorgos Seferis' honour.	1.0
3316285	Nobel Prize in Literature is Max von Laue's award.	0.0
3380479	Frédéric Passy's award is Nobel Prize in Literature.	0.0
3375008	Heike Kamerlingh Onnes' award is Nobel Prize in Literature.	0.0
3312444	Nobel Prize in Literature is Ahmed Zewail's honour.	0.0
3300467	William Henry Bragg's award is Nobel Prize in Literature.	0.0
3310180	Svante Arrhenius' award is Nobel Prize in Literature.	0.0
3311256	Nobel Prize in Literature is Carlos Filipe Ximenes Belo's award.	0.0
3324386	Seamus Heaney's award is Nobel Prize in Physics.	0.0
3659501	Love Actually stars Laura Linney.	1.0
3612528	Love Actually stars Martine McCutcheon.	1.0
3657619	High School Musical 2 stars Ashley Tisdale	1.0
3396988	François Jacob's award is Nobel Prize in Literature.	0.0
3329423	Nobel Prize in Literature is Charles Thomson Rees Wilson's honour.	0.0
3318131	James Franck's award is Nobel Prize in Literature.	0.0
3346598	Nobel Prize in Literature is Niels Bohr's honour.	0.0
3316080	Andrew Schally's award is Nobel Prize in Literature.	0.0
3310107	Wilhelm Röntgen's award is Nobel Prize in Literature.	0.0
3315776	Andrew Schally's award is Nobel Prize in Literature.	0.0
3337014	Jimmy Carter's award is Nobel Peace Prize.	1.0
3315970	Nobel Prize in Literature is David Baltimore's honour.	0.0
3381391	Nobel Prize in Physics is Walther Bothe's honour.	1.0
3318625	Arno Allan Penzias' award is Nobel Prize in Physics.	1.0
3314297	Nobel Prize in Physiology or Medicine is Herbert Spencer Gasser's honour.	1.0
3320479	Robert Hofstadter's award is Nobel Prize in Physics.	1.0
3325169	Nobel Prize in Physiology or Medicine is George Minot's honour.	1.0
3318311	Henri Becquerel's award is Nobel Prize in Literature.	0.0
3375052	H. A. Lorentz's award is Nobel Prize in Literature.	0.0
3313906	International Atomic Energy Agency's award is Nobel Prize in Literature.	0.0
3349277	Intergovernmental Panel on Climate Change's award is Nobel Prize in Literature.	0.0
3317600	International Atomic Energy Agency's award is Nobel Prize in Literature.	0.0
3332644	Nobel Prize in Literature is Herbert Spencer Gasser's honour.	0.0
3306648	Manne Siegbahn's award is Nobel Prize in Literature.	0.0
3868587	Immanuel Kant's birth place is Prague.	0.0
3850075	Portsmouth is Arthur Conan Doyle's nascence place.	0.0
3839128	John Adams' birth place is Edinburgh.	0.0
3857541	Long Branch, New Jersey is Timbaland's nascence place.	0.0
3812791	John Coltrane's birth place is Seattle.	0.0
3815753	Staunton, Virginia is Chris Evert's nascence place.	0.0
3614858	The Right Stuff (film) stars Harry Shearer.	1.0
3619868	The Right Stuff (film) stars Jeff Goldblum	1.0
3830554	David Ferrer's birth place is Lynwood, California.	0.0
3819782	Omaha, Nebraska is James Brown's nascence place.	0.0
3321337	Wilhelm Röntgen's award is Nobel Prize in Physics.	1.0
3312774	Henri Becquerel's award is Nobel Prize in Physics.	1.0
3329941	Nobel Prize in Physics is John Strutt, 3rd Baron Rayleigh's honour.	1.0
3881887	Bill Clinton's birth place is Melbourne.	0.0
3876174	Toronto is Stevie Wonder's nascence place.	0.0
3870863	Oscar Wilde's birth place is Baltimore.	0.0
3894330	Brno is Mark Woodforde's nascence place.	0.0
3810544	Naples, Florida is Donna Summer's death place.	1.0
3847321	Ira Gershwin's death place is Beverly Hills, California.	1.0
3845301	Robert F. Kennedy's death place is Los Angeles.	1.0
3818142	Akbar's death place is Agra.	1.0
3873928	Los Angeles is Fred Astaire's last place.	1.0
3860847	Kurt Aland's death place is Münster.	1.0
3869395	New York City is Arthur Ashe's last place.	1.0
3878805	Hugo Chávez's death place is Caracas.	1.0
3812548	Englewood, New Jersey is Thelonious Monk's last place.	1.0
3898745	Philip K. Dick's death place is Santa Ana, California.	1.0
3810962	Los Angeles is Hal Roach's last place.	1.0
3868828	Jefferson Davis' death place is New Orleans.	1.0
3820781	Oak Hill, West Virginia is Hank Williams' last place.	1.0
3829525	James Monroe's death place is New York City.	1.0
3810912	Serena Williams' birth place is The Bronx.	0.0
3821039	San Francisco is Ivan Ljubičić's nascence place.	0.0
3869557	Paul McCartney's birth place is Inglewood, California.	0.0
3824246	Birmingham is Bob Dylan's nascence place.	0.0
3873227	John Lennon's birth place is El Centro, California.	0.0
3313172	Nobel Prize in Literature is Patrick White's honour.	1.0
3899040	Fenghua is Bob Dylan's nascence place.	0.0
3875351	Nas' birth place is Queens.	0.0
3859253	Stoke-on-Trent is Christina Aguilera's nascence place.	0.0
3859257	William III of England's birth place is Harare.	0.0
3325386	Nobel Prize in Literature is Sigrid Undset's honour.	1.0
3461746	Christopher Knight (actor)'s spouse is Morgan Paull.	0.0
3420485	Scarlett Johansson's spouse is Persia White.	0.0
3417672	Hannah Waterman is Heidi Klum's better half.	0.0
3350093	Yasunari Kawabata's award is Nobel Prize in Literature.	1.0
3318617	Nobel Prize in Literature is Gabriela Mistral's honour.	1.0
3813805	The Bronx is Tom Hanks' nascence place.	0.0
3804296	John Adams' birth place is Dublin.	0.0
3882346	Montreal is Andy Roddick's nascence place.	0.0
3848131	Andre Agassi's birth place is Belgrade.	0.0
3848390	Belgrade is Nas' nascence place.	0.0
3864497	Arthur Conan Doyle's birth place is Peru, Indiana.	0.0
3886234	Chempu is Beyoncé Knowles' nascence place.	0.0
3842102	Oscar Wilde's birth place is Providence, Rhode Island.	0.0
3818318	New York City is Tim Henman's nascence place.	0.0
3889784	Bruce Springsteen's birth place is Dublin.	0.0
3807018	Minsk is Bill Clinton's nascence place.	0.0
3865059	Barnwell, South Carolina is James Brown's nascence place.	1.0
3814323	Janet Jackson's birth place is Gary, Indiana.	1.0
3867301	Albany, Georgia is Ray Charles' nascence place.	1.0
3818794	Usher (entertainer)'s birth place is Dallas.	1.0
3812988	Dr. Dre's birth place is Compton, California.	1.0
3899374	Frank Zappa's birth place is Baltimore.	1.0
3888348	Brno is Jana Novotná's nascence place.	1.0
3804697	Mary J. Blige's birth place is The Bronx.	1.0
3897442	San Francisco is Clint Eastwood's nascence place.	1.0
3839592	Brian Wilson's birth place is Inglewood, California.	1.0
3863191	Birmingham is Ozzy Osbourne's nascence place.	1.0
3899194	Cher's birth place is El Centro, California.	1.0
3898009	Fenghua is Chiang Kai-shek's nascence place.	1.0
3816906	George Orwell's birth place is Reykjavík.	0.0
3877014	Adelaide is Venus Williams' nascence place.	0.0
3810901	Helena Suková's birth place is Toronto.	0.0
3880457	Edinburgh is Quentin Tarantino's nascence place.	0.0
3417123	Guyana is Bharrat Jagdeo's role.	1.0
3488220	Baburam Bhattarai's office is Nepal.	1.0
3462519	Algeria is Ahmed Ouyahia's role.	1.0
3412089	Amy Spanger's spouse is Theodore Bikel.	0.0
3410924	Seal (musician) is Susannah Harker's better half.	0.0
3422271	Ricky Groves' spouse is Grettell Valdéz.	0.0
3480842	Carmine Giovinazzo's spouse is Leo Burmester.	0.0
3405181	Jigme Thinley's office is Bhutan.	1.0
3452768	Djibouti is Dileita Mohamed Dileita's role.	1.0
3816000	Billy Joel's birth place is Oxford.	0.0
3806559	Cincinnati is Jeff Gordon's nascence place.	0.0
3806175	Chiang Kai-shek's birth place is Tokyo.	0.0
3850050	Pierre Trudeau's last place is Warm Springs, Georgia.	0.0
3885554	Kurt Aland's death place is Dallas.	0.0
3815339	C. S. Lewis' death place is Kansas City, Missouri.	0.0
3821414	Billy Wilder's death place is Nashville, Tennessee.	0.0
3885766	Santa Monica, California is Lucille Ball's last place.	0.0
3826395	Andy Williams' death place is Burbank, California.	0.0
3828895	Los Angeles is Herman Melville's last place.	0.0
3809124	George Jones' death place is Baltimore.	0.0
3883011	Las Vegas is David Hume's last place.	0.0
3482341	South Africa is Louis Botha's role.	1.0
3464739	Pedro Pires' office is Cape Verde.	1.0
3290029	Pau Gasol's team is Memphis Grizzlies.	1.0
3220473	Cleveland Cavaliers is LeBron James' squad.	1.0
3234415	Tayshaun Prince's team is Chicago Bulls.	0.0
3213194	Indiana Pacers is Pau Gasol's squad.	0.0
3257187	Steve Blake's team is Boston Celtics.	0.0
3214569	Charlotte Bobcats is Martell Webster's squad.	0.0
3290380	Chris Bosh's team is Orlando Magic.	0.0
3257883	New York Knicks is Kwame Brown's squad.	0.0
3220157	Andrew Bynum's team is Portland Trail Blazers.	0.0
3241167	Chicago Bulls is Mike Miller (basketball player)'s team.	0.0
3219340	Shane Battier's team is Charlotte Bobcats.	0.0
3283307	Golden State Warriors is Kyle Korver's squad.	0.0
3238680	Raymond Felton's team is Minnesota Timberwolves.	0.0
3212050	Miami Heat is Gerald Green's squad.	0.0
3226691	David Lee (basketball)'s team is Houston Rockets.	0.0
3227374	Chicago Bulls is Richard Jefferson's squad.	0.0
3250835	Kwame Brown's team is New York Knicks.	0.0
3293053	Detroit Pistons is Jamal Crawford's squad.	0.0
3250712	Amir Johnson's team is Oklahoma City Thunder.	0.0
3238810	Los Angeles Clippers is Rasheed Wallace's squad.	0.0
3272238	Andrei Kirilenko's team is Utah Jazz.	1.0
3296557	Orlando Magic is Dwight Howard's squad.	1.0
3222198	Rasheed Wallace's team is Atlanta Hawks.	1.0
3220315	Boston Celtics is Rasheed Wallace's squad.	1.0
3856884	James K. Polk's death place is Montreal.	0.0
3813676	New York City is Corazon Aquino's last place.	0.0
3849571	L. Sprague de Camp's death place is Archer, Florida.	0.0
3815517	Rutherford B. Hayes' death place is Edinburgh.	0.0
3810806	Madison, Wisconsin is Billy Preston's last place.	0.0
3800447	Tupac Shakur's death place is Plano, Texas.	0.0
3830386	Hamburg is Hubert Humphrey's last place.	0.0
3838376	Santa Barbara, California is Bo Diddley's last place.	0.0
3819613	Ludwig Wittgenstein's death place is Fayetteville, Georgia.	0.0
3404185	Synthesis & Other Virtual Realities' author is Mary Rosenblum.	1.0
3421433	Beyond Apollo's author is Barry N. Malzberg.	1.0
3411507	The Throne of Saturn (short story collection)'s author is S. Fowler Wright.	1.0
3455947	Voyages by Starlight's author is Ian R. MacLeod.	1.0
3407037	Wizard (novel)'s author is John Varley (author).	1.0
3410891	Iain Banks is Whit's generator.	1.0
3433021	The Breath of Suspension's author is Alexander Jablokov.	1.0
3429975	Michael Shea (author) is Polyphemus (book)'s author.	1.0
3478281	The Urth of the New Sun's author is Gene Wolfe.	1.0
3474948	The Collected Short Fiction of C. J. Cherryh's author is C. J. Cherryh.	1.0
3473552	Again, Dangerous Visions' author is Harlan Ellison.	1.0
3820416	Roswell, Georgia is James Stewart's last place.	0.0
3825724	Benjamin Franklin's death place is Vancouver.	0.0
3814236	Makati is Oscar Peterson's last place.	0.0
3890881	Hal Roach's death place is Ottawa.	0.0
3844221	Boston is Slobodan Milošević's last place.	0.0
3836832	Douglas Adams' death place is Beverly Hills, California.	0.0
3816684	James K. Polk's death place is Palo Alto, California.	0.0
3879604	James Stewart's death place is Concord, New Hampshire.	0.0
3812438	James K. Polk's death place is New York City.	0.0
3814763	Bob Marley's death place is Beverly Hills, California.	0.0
3816673	Beverly Hills, California is Clark Gable's last place.	0.0
3867922	Rutherford B. Hayes' death place is Los Altos, California.	0.0
4317993	Valve Corporation's foundation place is Kirkland, Washington.	1.0
4321205	India is Impetus Technologies' innovation place.	1.0
4335327	Nokia's foundation place is Nokia, Finland.	1.0
4325997	Hamberg is Navigon's innovation place.	1.0
3417072	Netherlands is Jan Peter Balkenende's role.	1.0
3401631	Golda Meir's office is Israel.	1.0
3440325	Canada is Jean Chrétien's role.	1.0
3417443	Ruud Lubbers' office is Netherlands.	1.0
3445018	Netherlands is Jelle Zijlstra's role.	1.0
3406439	Barend Biesheuvel's office is Netherlands.	1.0
3410071	Netherlands is Piet de Jong's role.	1.0
3808515	Oxford is John Wayne's last place.	0.0
4303953	LogiSense's foundation place is Albuquerque, New Mexico.	0.0
4376417	Rogue Wave Software's foundation place is Endicott, New York.	0.0
4300716	Palm, Inc.'s foundation place is San Francisco.	0.0
4336902	Madrid is Danger (company)'s foundation place.	0.0
4351387	IntelliCorp (software)'s foundation place is Mannheim.	0.0
4314514	Critical Path, Inc.'s foundation place is Orlando, Florida.	0.0
4310255	Fujitsu's foundation place is Santa Cruz, California.	0.0
4314325	Munich is Codemasters' innovation place.	0.0
4311330	QlikTech's foundation place is Bellevue, Washington.	0.0
4341146	Warwickshire is LogiSense's innovation place.	0.0
3803387	Dublin is Jonathan Swift's last place.	1.0
